donor_id,date,volunteer_ids,recipient_ids,part_food_types,part_weights,transport,scale
1,3/10/2013,13,8,Baked Goods,15,Bike,
6,3/10/2013,350,5,Baked Goods,30,Bike,
4,3/10/2013,148,20,Produce,137,Bike,
2,3/10/2013,7,14,Produce,98,Car,
72,3/10/2013,290,20,Produce,250,Bike,
6,3/11/2013,335,20,Baked Goods,0,,
4,3/11/2013,58,11,Produce,55,Bike,
72,3/11/2013,298,7,Baked Goods,40,Bike,
74,3/11/2013,272,15,Produce,25,Bike,
6,3/11/2013,348,100,Baked Goods,0,,
25,3/11/2013,40,28,Baked Goods,6,,
2,3/11/2013,349,15,Produce,40.95,Bike,
24,3/11/2013,40,28,Fresh Prepared Food,3,,
69,3/11/2013,40,28,Produce,10,,
1,3/11/2013,316,14,Produce,160,Bike,
6,3/11/2013,199,61,Produce,35,Bike,
72,3/11/2013,298,7,Produce,15,Bike,
6,3/11/2013,335,20,Produce,35,Car,
6,3/11/2013,348,100,Produce,17,Bike,
3,3/11/2013,41,66,Produce,85,,
1,3/11/2013,316,14,Baked Goods,30,Bike,
2,3/12/2013,3,35,Produce,90,Car,
6,3/12/2013,46,15,Baked Goods,0,,
76,3/12/2013,274,,Frozen Prepared Food,0,,
1,3/12/2013,42,18,Baked Goods,30,Bike,
3,3/12/2013,181,66,Produce,110,Bike,
72,3/12/2013,264,44,Produce,105,Bike,
72,3/12/2013,264,44,Baked Goods,15,Bike,
19,3/12/2013,126,26,Frozen Prepared Food,0,,
4,3/12/2013,282,5,Produce,50,Bike,
6,3/12/2013,294,,Baked Goods,0,,
6,3/12/2013,46,15,Produce,59,Bike,
1,3/12/2013,42,18,Produce,150,Bike,
74,3/12/2013,288,,Produce,15.72,Bike,
6,3/12/2013,294,,Produce,0,,
6,3/13/2013,348,7,Produce,0,Bike,
6,3/13/2013,312,10,Produce,50,,
69,3/13/2013,53,39,Produce,0,Bike,
6,3/13/2013,312,10,Baked Goods,60,,
72,3/13/2013,139,15,Baked Goods,20,Bike,
72,3/13/2013,139,15,Produce,120,Bike,
25,3/13/2013,53,39,Baked Goods,5,Bike,
74,3/13/2013,161,15,Produce,0,Bike,
4,3/13/2013,328,37,Produce,0,,
6,3/13/2013,348,7,Baked Goods,0,Bike,
1,3/13/2013,293,,Baked Goods,15,Bike,
1,3/13/2013,293,,Produce,145,Bike,
43,3/13/2013,48,26,Frozen Prepared Food,30,Bike,
3,3/13/2013,52,14,Produce,105,Bike,
24,3/13/2013,53,39,Fresh Prepared Food,3,Bike,
2,3/13/2013,345,7,Produce,60,Bike,
27,3/14/2013,256,18,Baked Goods,25,Car,
6,3/14/2013,313,63,Produce,0,,
1,3/14/2013,58,41,Produce,25,Bike,
1,3/14/2013,58,41,Baked Goods,30,Bike,
6,3/14/2013,289,7,Baked Goods,0,,
72,3/14/2013,163,10,Baked Goods,40,Bike,
74,3/14/2013,274,63,Produce,20,Bike,
6,3/14/2013,289,7,Produce,0,,
72,3/14/2013,163,10,Produce,185,Bike,
3,3/14/2013,336,42,Produce,105,Bike,
2,3/14/2013,57,28,,135,Bike,
6,3/14/2013,313,63,Baked Goods,0,,
4,3/14/2013,32,10,Produce,13.5,Bike,
27,3/15/2013,28,20,Baked Goods,25,Bike,
6,3/15/2013,116,10,Baked Goods,0,,
72,3/15/2013,271,15,Produce,116,Bike,
72,3/15/2013,271,15,Baked Goods,0,,
6,3/15/2013,281,15,Produce,46,Bike,
74,3/15/2013,26,8,Produce,0,,
25,3/15/2013,129,22,Baked Goods,0,,
6,3/15/2013,275,71,Baked Goods,0,,
1,3/15/2013,63,,Baked Goods,15,Bike,
19,3/15/2013,309,26,Frozen Prepared Food,0,,
6,3/15/2013,116,10,,75,Bike,
1,3/15/2013,349,20,,61,Bike,
4,3/15/2013,279,20,Produce,80,Bike,
24,3/15/2013,129,22,Fresh Prepared Food,0,,
6,3/15/2013,275,71,Produce,0,,
3,3/15/2013,31,14,Produce,101,Bike,
2,3/15/2013,21,8,Produce,27,Bike,
76,3/16/2013,163,26,Frozen Prepared Food,10,Bike,
6,3/16/2013,136,,Produce,50,Bike,
6,3/16/2013,326,28,Baked Goods,8,Bike,
6,3/16/2013,136,,Baked Goods,0,Bike,
72,3/16/2013,231,8,Baked Goods,50,Bike,
24,3/16/2013,326,28,Fresh Prepared Food,5,Bike,
4,3/16/2013,29,22,Produce,55,Bike,
74,3/16/2013,294,18,Produce,60,,
25,3/16/2013,102,29,Baked Goods,0,,
1,3/16/2013,27,,Produce,100,Bike,
6,3/16/2013,326,22,Produce,40,Bike,
2,3/16/2013,101,29,Produce,80,Bike,
1,3/16/2013,27,,Baked Goods,20,Bike,
3,3/16/2013,4,,Produce,90,Bike,
6,3/16/2013,31,30,Produce,30,Bike,
72,3/16/2013,231,8,Produce,350,Car,
19,3/17/2013,255,,Frozen Prepared Food,0,Bike,
6,3/17/2013,28,5,Produce,90,Bike,
74,3/17/2013,336,,Produce,80,Bike,
3,3/17/2013,52,9,Produce,44,Bike,
19,3/17/2013,255,,Frozen Prepared Food,0,,
72,3/17/2013,290,20,Baked Goods,45,Bike,
1,3/17/2013,13,8,Baked Goods,10,Bike,
2,3/17/2013,7,5,Produce,100,Car,
25,3/17/2013,286,11,Baked Goods,10,Bike,
4,3/17/2013,148,20,Produce,0,,
72,3/17/2013,290,20,Produce,200,Bike,
1,3/17/2013,13,8,Produce,185,Bike,
47,3/17/2013,62,,Fresh Prepared Food,0,Bike,
6,3/17/2013,28,5,Baked Goods,30,Bike,
6,3/18/2013,335,20,Produce,0,,
6,3/18/2013,335,20,Baked Goods,0,,
1,3/18/2013,316,14,Produce,15,Bike,
2,3/18/2013,163,7,Baked Goods,0,Bike,
72,3/18/2013,349,15,Produce,0,,
2,3/18/2013,163,7,Produce,30,Bike,
24,3/18/2013,40,28,Fresh Prepared Food,0,,
6,3/18/2013,348,100,Baked Goods,0,,
1,3/18/2013,316,14,Baked Goods,20,Bike,
4,3/18/2013,198,11,Produce,0,,
6,3/18/2013,199,61,Produce,40,Car,
3,3/18/2013,41,66,Produce,110,Car,
25,3/18/2013,40,28,Baked Goods,20,,
69,3/18/2013,40,28,Produce,5,,
74,3/18/2013,272,15,Produce,22,Bike,
6,3/18/2013,348,100,Produce,95,Bike,
74,3/19/2013,288,,Produce,20,Bike,
72,3/19/2013,264,,Produce,132,Bike,
4,3/19/2013,282,5,Produce,140,Bike,
1,3/19/2013,42,18,Baked Goods,15,Bike,
6,3/19/2013,350,,Produce,155,Bike,
6,3/19/2013,350,,Baked Goods,0.5,Bike,
3,3/19/2013,181,66,Produce,36,Bike,
76,3/19/2013,274,,Frozen Prepared Food,0,,
6,3/19/2013,46,15,Baked Goods,0,,
72,3/19/2013,264,,Baked Goods,25,Bike,
19,3/19/2013,336,26,Frozen Prepared Food,70,Bike,
1,3/19/2013,42,18,Produce,50,Bike,
2,3/19/2013,3,35,Produce,80,Bike,
6,3/19/2013,46,15,Produce,0,,
6,3/20/2013,348,7,Produce,0,Bike,
6,3/20/2013,312,10,Produce,5,Bike,
6,3/20/2013,312,10,Baked Goods,0,,
2,3/20/2013,345,7,,80,Bike,
6,3/20/2013,348,7,Baked Goods,0,Bike,
1,3/20/2013,271,,Produce,57,Bike,
43,3/20/2013,48,26,Frozen Prepared Food,10,Bike,
25,3/20/2013,53,39,Baked Goods,4,Bike,
24,3/20/2013,53,39,Fresh Prepared Food,0,Bike,
69,3/20/2013,53,39,Produce,4,Bike,
72,3/20/2013,81,44,Baked Goods,2,Bike,
1,3/20/2013,271,,Baked Goods,8,Bike,
4,3/20/2013,328,37,Produce,45,Bike,
3,3/20/2013,52,14,Produce,158,Bike,
74,3/20/2013,161,15,Produce,0,,
72,3/20/2013,81,44,Produce,140,Bike,
72,3/20/2013,68,14,Produce,850,Car,
3,3/21/2013,336,42,Produce,125,Bike,
1,3/21/2013,58,41,Produce,80,Bike,
27,3/21/2013,256,18,Baked Goods,20,Car,
1,3/21/2013,58,41,Baked Goods,20,Bike,
72,3/21/2013,163,10,Produce,210,Bike,
6,3/21/2013,289,7,Baked Goods,0,,
6,3/21/2013,313,63,Produce,65,Bike,
6,3/21/2013,313,63,Baked Goods,0,,
74,3/21/2013,274,63,Produce,20,Bike,
72,3/21/2013,163,10,Baked Goods,35,Bike,
72,3/21/2013,,15,Produce,161,Bike,
6,3/21/2013,289,7,Produce,121.5,Bike,
4,3/21/2013,32,10,Produce,0,,
2,3/21/2013,57,28,Produce,20,Bike,
72,3/22/2013,349,15,Produce,0,,
19,3/22/2013,309,26,Frozen Prepared Food,0,,
25,3/22/2013,129,22,Baked Goods,0,,
24,3/22/2013,129,22,Fresh Prepared Food,0,,
6,3/22/2013,116,7,Produce,0,,
1,3/22/2013,19,20,Produce,0,,
3,3/22/2013,31,14,Produce,45,Bike,
2,3/22/2013,163,8,Produce,60,Bike,
6,3/22/2013,275,71,Baked Goods,0,,
27,3/22/2013,139,20,Baked Goods,20,Bike,
6,3/22/2013,116,7,Baked Goods,90,Bike,
72,3/22/2013,349,15,,181.85,Bike,
4,3/22/2013,279,20,Produce,21,Bike,
1,3/22/2013,19,20,Baked Goods,11,Bike,
6,3/22/2013,326,15,,118,Bike,
74,3/22/2013,26,8,Produce,10,Bike,
6,3/22/2013,275,71,Produce,80,Car,
74,3/23/2013,3,18,Produce,25,Car,
4,3/23/2013,29,22,Produce,0,,
2,3/23/2013,101,29,Produce,105,Bike,
72,3/23/2013,30,8,Produce,230,Car,
3,3/23/2013,4,,Produce,20,Bike,
6,3/23/2013,3,30,Produce,35,Car,
72,3/23/2013,30,8,Baked Goods,20,Car,
6,3/23/2013,326,28,Produce,3,Car,
24,3/23/2013,326,28,Fresh Prepared Food,3,Car,
1,3/23/2013,62,,Baked Goods,12,Car,
6,3/23/2013,141,,Produce,0,,
6,3/23/2013,326,28,Baked Goods,0,,
25,3/23/2013,102,29,Baked Goods,4,Bike,
1,3/23/2013,27,,Produce,75,Car,
76,3/23/2013,62,26,Frozen Prepared Food,10,Car,
6,3/23/2013,141,,Baked Goods,0,,
74,3/24/2013,336,,Produce,0,,
6,3/24/2013,139,5,Produce,200,Car,
6,3/24/2013,139,5,Baked Goods,30,Car,
72,3/24/2013,30,20,Baked Goods,50,Car,
1,3/24/2013,12,8,Baked Goods,35,Bike,
2,3/24/2013,7,5,Produce,100,Car,
72,3/24/2013,30,20,Produce,550,Car,
4,3/24/2013,12,20,Produce,40,Bike,
1,3/24/2013,12,8,Produce,65,Bike,
3,3/24/2013,271,9,Produce,89,Car,
19,3/24/2013,255,,Frozen Prepared Food,0,,
25,3/24/2013,286,11,Baked Goods,10,Bike,
69,3/25/2013,40,28,Produce,7,,
4,3/25/2013,198,11,Produce,0,,
6,3/25/2013,71,20,Produce,160,Bike,
6,3/25/2013,348,100,Produce,0,Bike,
1,3/25/2013,12,14,Produce,40,Bike,
6,3/25/2013,71,20,Baked Goods,0,,
25,3/25/2013,40,28,Baked Goods,7,,
6,3/25/2013,348,100,Baked Goods,0,Bike,
2,3/25/2013,349,15,Produce,0,Bike,
72,3/25/2013,358,7,Baked Goods,15,Bike,
24,3/25/2013,40,28,Fresh Prepared Food,8,,
3,3/25/2013,41,66,Produce,25,Bike,
1,3/25/2013,12,14,Baked Goods,18,Bike,
6,3/25/2013,199,61,Produce,45,Bike,
72,3/25/2013,358,7,Produce,185,Bike,
74,3/25/2013,272,15,Produce,19,Bike,
1,3/26/2013,42,18,Baked Goods,15,Bike,
2,3/26/2013,3,15,Produce,165,Car,
74,3/26/2013,30,,Produce,10,Bike,
19,3/26/2013,336,26,Frozen Prepared Food,0,,
6,3/26/2013,331,15,Baked Goods,7,Bike,
6,3/26/2013,331,15,Produce,14,Bike,
1,3/26/2013,42,18,Produce,120,Bike,
6,3/26/2013,368,,Baked Goods,0,,
76,3/26/2013,274,26,Frozen Prepared Food,30,Car,
4,3/26/2013,282,5,Produce,60,Bike,
6,3/26/2013,368,,Produce,14,Bike,
72,3/26/2013,62,,Baked Goods,0,,
3,3/26/2013,181,66,Produce,0,,
72,3/26/2013,62,,Produce,135,Bike,
4,3/27/2013,328,37,Produce,0,,
1,3/27/2013,293,,Produce,40,Bike,
6,3/27/2013,3,15,Produce,35,Car,
6,3/27/2013,28,10,Produce,0,Bike,
72,3/27/2013,356,44,Baked Goods,5,Bike,
2,3/27/2013,345,7,Produce,107,Bike,
74,3/27/2013,32,15,Produce,9,Bike,
72,3/27/2013,139,14,Produce,236,Car,
6,3/27/2013,28,10,Baked Goods,0,Bike,
6,3/27/2013,3,7,Baked Goods,0,,
3,3/27/2013,52,14,Produce,82,Bike,
72,3/27/2013,356,44,Produce,130,Bike,
24,3/27/2013,53,39,Fresh Prepared Food,0,Bike,
43,3/27/2013,48,26,Frozen Prepared Food,0,,
1,3/27/2013,293,,Baked Goods,20,Bike,
69,3/27/2013,53,39,Produce,4,Bike,
25,3/27/2013,53,39,Baked Goods,7,,
6,3/28/2013,116,63,Produce,160,Bike,
3,3/28/2013,336,14,Produce,40,Bike,
6,3/28/2013,116,63,Baked Goods,50,Bike,
74,3/28/2013,274,63,Produce,20,Bike,
72,3/28/2013,369,10,Baked Goods,62,Bike,
72,3/28/2013,369,10,Produce,117,Bike,
2,3/28/2013,369,28,Produce,0,,
1,3/28/2013,58,41,Produce,105,Bike,
1,3/28/2013,58,41,Baked Goods,30,Bike,
27,3/28/2013,256,18,Baked Goods,20,Car,
6,3/28/2013,289,7,Produce,0,,
6,3/28/2013,289,7,Baked Goods,0,,
4,3/28/2013,32,10,Produce,39,Bike,
2,3/29/2013,21,8,Produce:,85.0:,Bike,
72,3/29/2013,349,15,Produce,0,,
62,3/29/2013,65,,Baked Goods,70,Bike,
62,3/29/2013,336,26,Baked Goods,100,Car,
1,3/29/2013,48,20,Produce,60,Bike,
6,3/29/2013,116,7,Produce,100,Bike,
6,3/29/2013,116,7,Baked Goods,30,Bike,
4,3/29/2013,279,20,Produce,173,Bike,
6,3/29/2013,3,,Baked Goods,0,,
6,3/29/2013,3,,Produce,20,Car,
27,3/29/2013,3,20,Baked Goods,0,,
74,3/29/2013,26,8,Produce,0,,
3,3/29/2013,139,14,Produce,20,Bike,
72,3/29/2013,349,15,Baked Goods,63,Bike,
25,3/29/2013,129,22,Baked Goods,20,Bike,
1,3/29/2013,62,,Baked Goods,10,Bike,
24,3/29/2013,129,22,Fresh Prepared Food,5,Bike,
19,3/29/2013,309,26,Frozen Prepared Food,0,,
6,3/29/2013,3,15,Produce,72,Car,
4,3/30/2013,29,22,Produce,0,,
6,3/30/2013,141,,Produce,0,,
25,3/30/2013,102,29,Baked Goods,0,,
76,3/30/2013,302,26,Frozen Prepared Food,0,,
4,3/30/2013,356,30,,27,Bike,
1,3/30/2013,271,,Produce,40,Bike,
2,3/30/2013,101,29,Produce,135,Bike,
3,3/30/2013,4,,Produce,95,Bike,
72,3/30/2013,231,8,Produce,500,Car,
6,3/30/2013,141,,Baked Goods,0,Bike,
74,3/30/2013,32,18,Produce,45,Bike,
6,3/30/2013,331,28,Baked Goods,7,Bike,
6,3/30/2013,331,28,Produce,0,Bike,
72,3/30/2013,231,8,Baked Goods,50,Car,
1,3/30/2013,271,,Baked Goods,9,Bike,
24,3/30/2013,331,28,Fresh Prepared Food,4,Bike,
1,3/31/2013,32,8,Baked Goods,0,,
3,3/31/2013,271,9,Produce,81,Bike,
6,3/31/2013,158,5,Baked Goods,181,Car,
6,3/31/2013,158,5,Produce,74,Car,
2,3/31/2013,7,5,Produce,60,Car,
25,3/31/2013,286,11,Baked Goods,8,Bike,
72,3/31/2013,290,20,Produce,0,,
72,3/31/2013,290,20,Baked Goods,0,,
4,3/31/2013,369,20,,40,Bike,
74,3/31/2013,336,,Produce,0,Bike,
1,3/31/2013,32,8,Produce,200,,
1,4/1/2013,316,14,Baked Goods,54,Car,
72,4/1/2013,358,7,Produce,142,Bike,
72,4/1/2013,358,7,Baked Goods,0,,
6,4/1/2013,99,61,Produce,30,Bike,
6,4/1/2013,348,100,Produce,85,Bike,
6,4/1/2013,348,100,Baked Goods,65,Bike,
24,4/1/2013,40,28,Fresh Prepared Food,0,,
6,4/1/2013,71,20,Baked Goods,0,,
25,4/1/2013,40,28,Baked Goods,0,,
1,4/1/2013,316,14,Produce,0,Bike,
74,4/1/2013,272,15,Produce,0,,
2,4/1/2013,349,15,Produce,6,Bike,
72,4/1/2013,264,7,Produce,0,Bike,
4,4/1/2013,68,11,Produce,0,Bike,
69,4/1/2013,40,28,Produce,0,,
6,4/1/2013,71,20,Produce,120,Bike,
3,4/1/2013,41,66,Produce,0,,
6,4/2/2013,46,15,Baked Goods,0,,
1,4/2/2013,42,18,Produce,100,Bike,
4,4/2/2013,264,,Produce,0,Bike,
2,4/2/2013,3,35,Produce,60,Car,
6,4/2/2013,368,,Baked Goods,0,,
72,4/2/2013,357,15,,102,Bike,
6,4/2/2013,46,15,Produce,0,,
72,4/2/2013,369,5,Produce,0,,
6,4/2/2013,368,,Produce,13,Bike,
3,4/2/2013,163,66,Produce,90,Bike,
19,4/2/2013,336,26,Frozen Prepared Food,30,Bike,
72,4/2/2013,369,5,Baked Goods,35,Car,
72,4/2/2013,369,15,Produce,0,,
1,4/2/2013,42,18,Baked Goods,20,Bike,
76,4/2/2013,274,26,Frozen Prepared Food,10,Bike,
74,4/2/2013,288,,Produce,7.5,Car,
6,4/3/2013,312,10,Baked Goods,30,,
3,4/3/2013,52,14,Produce,16,Bike,
2,4/3/2013,345,7,Produce,40,Bike,
43,4/3/2013,48,26,Frozen Prepared Food,50,Bike,
69,4/3/2013,53,39,Produce,0,,
6,4/3/2013,348,7,Produce,31,Bike,
6,4/3/2013,348,7,Baked Goods,14,Bike,
72,4/3/2013,369,10,Baked Goods,27,,
72,4/3/2013,356,44,Produce,80,Bike,
72,4/3/2013,356,44,Baked Goods,15,Bike,
1,4/3/2013,293,,Produce,40,Bike,
6,4/3/2013,312,10,Produce,30,,
25,4/3/2013,53,39,Baked Goods,5,Car,
24,4/3/2013,53,39,Fresh Prepared Food,4,Bike,
4,4/3/2013,328,37,,65,Bike,
1,4/3/2013,293,,Baked Goods,5,Bike,
74,4/3/2013,161,15,Produce,0,,
27,4/4/2013,256,18,Baked Goods,15,Foot,
72,4/4/2013,163,10,Produce,0,Bike,
3,4/4/2013,336,42,Produce,0,Bike,
6,4/4/2013,289,7,Produce,143.5,Bike,
2,4/4/2013,57,28,Produce,25,Bike,
6,4/4/2013,313,63,Produce,86,Bike,
1,4/4/2013,58,41,Produce,50,Bike,
6,4/4/2013,313,63,Baked Goods,0,,
72,4/4/2013,163,10,Baked Goods,0,Bike,
4,4/4/2013,32,10,Produce,30,,
6,4/4/2013,289,7,Baked Goods,0,,
1,4/4/2013,58,41,Baked Goods,20,Bike,
72,4/4/2013,332,10,Produce,65,Bike,
3,4/4/2013,163,42,Produce,110,Bike,
74,4/4/2013,274,63,Produce,40,Bike,
72,4/5/2013,349,15,Baked Goods,0,Bike,
72,4/5/2013,349,15,Produce,0,,
6,4/5/2013,281,15,,63.65,Bike,
4,4/5/2013,279,20,Baked Goods,37,Bike,
19,4/5/2013,332,26,Frozen Prepared Food,50,Bike,
74,4/5/2013,309,8,Produce,0,,
24,4/5/2013,129,22,Fresh Prepared Food,0,,
25,4/5/2013,129,22,Baked Goods,5,Bike,
1,4/5/2013,19,20,Produce,81,Bike,
6,4/5/2013,116,7,Produce,100,Bike,
6,4/5/2013,116,7,Baked Goods,0,,
6,4/5/2013,275,71,Produce,0,Bike,
1,4/5/2013,62,,Baked Goods,15,Bike,
2,4/5/2013,21,8,Produce,20,Bike,
6,4/5/2013,275,71,Baked Goods,0,Bike,
3,4/5/2013,31,14,Produce,48,Bike,
6,4/6/2013,326,28,Produce,0,Bike,
6,4/6/2013,136,26,Produce,0,Bike,
6,4/6/2013,136,26,Baked Goods,50,Bike,
33,4/6/2013,356,15,Produce,8,Bike,
72,4/6/2013,13,26,Produce,400,Bike,
72,4/6/2013,13,26,Baked Goods,25,Bike,
25,4/6/2013,102,29,Baked Goods,0,,
3,4/6/2013,4,,Produce,25,Bike,
76,4/6/2013,302,26,Frozen Prepared Food,40,Bike,
55,4/6/2013,331,15,Produce,176,Bike,
6,4/6/2013,141,,Baked Goods,0,Bike,
2,4/6/2013,101,29,Produce,105,Bike,
6,4/6/2013,356,30,Produce,0,,
1,4/6/2013,28,26,Baked Goods,25,Bike,
1,4/6/2013,28,26,Produce,30,Bike,
6,4/6/2013,326,28,Baked Goods,0,Bike,
24,4/6/2013,326,28,Fresh Prepared Food,8,Bike,
74,4/6/2013,139,18,Produce,40,Bike,
72,4/6/2013,31,8,Produce,180,Car,
72,4/6/2013,31,8,Baked Goods,40,Car,
4,4/6/2013,29,22,Produce,35,Car,
6,4/6/2013,141,,Produce,9,Bike,
6,4/7/2013,7,5,Produce,60,Car,
1,4/7/2013,13,8,Produce,160,Bike,
1,4/7/2013,13,8,Baked Goods,15,Bike,
4,4/7/2013,332,20,Produce,53,Bike,
72,4/7/2013,290,20,Baked Goods,30,,
3,4/7/2013,52,9,Produce,29,Bike,
6,4/7/2013,7,5,Baked Goods,40,,
2,4/7/2013,7,5,Produce,10,Car,
25,4/7/2013,286,11,Baked Goods,10,Bike,
74,4/7/2013,298,,Produce,10,Bike,
72,4/7/2013,290,20,Produce,100,Bike,
6,4/8/2013,348,100,Produce,67,Bike,
6,4/8/2013,348,100,Baked Goods,0,Bike,
72,4/8/2013,358,7,Baked Goods,31.5,Bike,
72,4/8/2013,358,7,Produce,0,Bike,
4,4/8/2013,163,11,Produce,35,Bike,
72,4/8/2013,163,7,Produce,0,Bike,
25,4/8/2013,40,28,Baked Goods,15,,
6,4/8/2013,71,20,Produce,60,Bike,
69,4/8/2013,40,28,,11,,
24,4/8/2013,40,28,Fresh Prepared Food,0,,
1,4/8/2013,316,14,Produce,70,Bike,
1,4/8/2013,316,14,Baked Goods,10,,
6,4/8/2013,71,20,Baked Goods,0,,
6,4/8/2013,30,61,Produce,50,Bike,
74,4/8/2013,272,15,Produce,0,,
2,4/8/2013,349,15,Produce,59.8,,
3,4/8/2013,41,66,Produce,45,Bike,
6,4/9/2013,46,15,Baked Goods,0,,
19,4/9/2013,336,26,Frozen Prepared Food,50,Bike,
72,4/9/2013,163,100,Baked Goods,25,Bike,
72,4/9/2013,163,10,Produce,80,Bike,
6,4/9/2013,368,,Baked Goods,25,Bike,
6,4/9/2013,368,,Produce,0,,
74,4/9/2013,288,,Produce,200,Bike,
2,4/9/2013,3,35,Produce,35,Car,
1,4/9/2013,42,18,Produce,120,Bike,
1,4/9/2013,42,18,Baked Goods,10,Bike,
4,4/9/2013,264,,Produce,30,Bike,
3,4/9/2013,181,66,Produce,30,Bike,
76,4/9/2013,274,26,Frozen Prepared Food,0,,
6,4/9/2013,46,15,Produce,0,,
72,4/9/2013,68,5,Produce,300,Car,
72,4/10/2013,356,44,Baked Goods,8,Bike,
69,4/10/2013,53,39,Produce,2,Bike,
3,4/10/2013,52,14,Produce,54,Car,
6,4/10/2013,312,10,Produce,90,,
74,4/10/2013,163,15,Produce,10,Bike,
24,4/10/2013,53,39,Fresh Prepared Food,0,Bike,
25,4/10/2013,53,39,Baked Goods,6,Bike,
43,4/10/2013,48,26,Frozen Prepared Food,0,,
6,4/10/2013,312,10,Baked Goods,0,,
1,4/10/2013,369,,Baked Goods,0,,
6,4/10/2013,163,7,Baked Goods,0,Bike,
4,4/10/2013,328,37,Produce,0,,
72,4/10/2013,356,44,Produce,110,Bike,
72,4/10/2013,356,15,,110,Bike,
1,4/10/2013,136,,Produce,55,Bike,
6,4/10/2013,163,7,Produce,40,Bike,
2,4/10/2013,345,7,Produce,60,Bike,
27,4/11/2013,256,18,Baked Goods:Baked Goods,25.0:25.0,Foot,
4,4/11/2013,32,10,Produce,20,Bike,
1,4/11/2013,58,41,Baked Goods,25,Bike,
72,4/11/2013,163,10,Produce,40,Bike,
72,4/11/2013,271,10,Produce,0,Bike,
6,4/11/2013,289,7,Baked Goods,0,,
6,4/11/2013,313,63,Produce,0,,
6,4/11/2013,313,63,Baked Goods,0,,
1,4/11/2013,58,41,Produce,215,Bike,
72,4/11/2013,163,10,Baked Goods,15,Bike,
6,4/11/2013,289,7,Produce,51,Bike,
3,4/11/2013,336,42,Produce,46,Bike,
74,4/11/2013,274,63,Produce,10,Bike,
2,4/11/2013,57,28,Produce,85,Bike,
2,4/12/2013,21,8,Produce,60,Bike,
24,4/12/2013,129,22,Fresh Prepared Food,0,,
19,4/12/2013,309,26,Frozen Prepared Food,0,,
25,4/12/2013,129,22,Baked Goods,0,,
3,4/12/2013,31,14,Produce,0,,
6,4/12/2013,116,7,Produce,1,Bike,
6,4/12/2013,281,15,Produce,168,Bike,
4,4/12/2013,279,20,Produce,40,Bike,
6,4/12/2013,275,71,Produce,55,Bike,
6,4/12/2013,275,71,Baked Goods,0,Bike,
72,4/12/2013,81,7,Produce,0,,
72,4/12/2013,349,15,Produce,0,,
72,4/12/2013,349,15,Baked Goods,0,,
27,4/12/2013,163,20,Baked Goods,30,Bike,
6,4/12/2013,116,7,Baked Goods,99,Bike,
74,4/12/2013,139,8,Produce,70,Bike,
1,4/12/2013,19,20,Produce,112,Bike,
1,4/12/2013,62,,Baked Goods,0,Bike,
1,4/13/2013,62,26,Produce,25,,
1,4/13/2013,62,26,Baked Goods,15,Bike,
74,4/13/2013,163,18,Produce,35,Bike,
6,4/13/2013,163,30,Baked Goods,5,Bike,
24,4/13/2013,326,28,Fresh Prepared Food,15,Bike,
72,4/13/2013,231,8,Baked Goods,0,,
6,4/13/2013,141,,Baked Goods,0,,
72,4/13/2013,136,26,Baked Goods,50,Bike,
6,4/13/2013,136,26,Produce,0,Bike,
6,4/13/2013,136,26,Baked Goods,0,Bike,
25,4/13/2013,102,29,Baked Goods,0,,
76,4/13/2013,302,26,Frozen Prepared Food,30,Bike,
33,4/13/2013,67,15,Produce,16.5,Bike,
6,4/13/2013,326,28,Produce,0,Bike,
2,4/13/2013,101,29,Produce,95,Bike,
6,4/13/2013,326,28,Baked Goods,0,Bike,
72,4/13/2013,136,26,Produce,155,Bike,
3,4/13/2013,4,,Produce,0,Bike,
72,4/13/2013,231,8,Produce,0,,
55,4/13/2013,331,15,Produce,10,Bike,
6,4/13/2013,141,,Produce,18,Bike,
4,4/13/2013,29,22,Produce,95,Bike,
74,4/14/2013,298,,Produce,0,Bike,
6,4/14/2013,158,5,Produce,0,,
1,4/14/2013,13,8,Baked Goods,15,Bike,
6,4/14/2013,158,5,Baked Goods,0,,
3,4/14/2013,52,9,Produce,58,Bike,
72,4/14/2013,290,20,Produce,200,,
2,4/14/2013,7,5,Produce,80,Car,
25,4/14/2013,286,11,Baked Goods,10,Bike,
4,4/14/2013,28,20,Produce,0,Bike,
1,4/14/2013,13,8,Produce,250,Bike,
72,4/14/2013,290,20,Baked Goods,30,,
1,4/15/2013,316,14,Baked Goods,0,,
2,4/15/2013,349,15,Produce,0,,
6,4/15/2013,298,61,Produce,0,,
6,4/15/2013,348,100,Produce,18,Bike,
72,4/15/2013,358,7,Baked Goods,35,Bike,
24,4/15/2013,40,28,Fresh Prepared Food,0,,
69,4/15/2013,40,28,Produce,8,,
6,4/15/2013,71,20,Produce,0,,
1,4/15/2013,316,14,Produce,0,,
6,4/15/2013,71,20,Baked Goods,0,,
25,4/15/2013,40,28,Baked Goods,7,,
3,4/15/2013,41,66,Produce,0,,
6,4/15/2013,348,100,Baked Goods,25,Bike,
72,4/15/2013,358,7,Produce,80,Bike,
4,4/15/2013,99,11,Produce,0,Bike,
74,4/15/2013,272,15,Produce,90,Car,
1,4/16/2013,42,18,Baked Goods,20,Bike,
6,4/16/2013,368,,Produce,0.5,,
